מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,סוף מידע
1328,2196.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,6.93,1.0,1428.0,,0.099,1.25713889e-10,0.000187,8e-06,,
1328,2196.0,"יעקב פיננסים והשקעות בע""מ",514288661,ח.פ.,יעקב פיננסים,IL0011850570,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,ILS,48.12,1.0,3555.0,,1.711,1.9573550422e-08,0.003246,0.000147,,
1328,2196.0,"נובה מכשירי מדידה בע""מ",511812463,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,3.84,1.0,104950.0,,4.036,1.303843295e-09,0.00766,0.000347,,
1328,2196.0,"פז קמעונאות ואנרגיה בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,3.63,1.0,67880.0,0.05052,2.515,2.625694642e-09,0.004773,0.000216,,
1328,2196.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,8.0,1.0,35060.0,,2.806,5.769658361e-09,0.005326,0.000241,,
1328,2196.0,"קבוצת אחים יעקובי (ואי.אס.בי) בע""מ",514010081,ח.פ.,יעקובי קבוצה,IL0011424210,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,85.18,1.0,60.8,,0.052,4.729538077e-09,9.8e-05,4e-06,,
1328,2196.0,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,71.19,1.0,2450.0,,1.744,3.552604217e-09,0.00331,0.00015,,
1328,2196.0,"כרמל קורפ בע""מ",515818524,ח.פ.,כרמל קורפ,IL0011476855,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מזון,לא,ILS,13.09,1.0,1977.0,,0.259,6.535459862e-09,0.000491,2.2e-05,,
1328,2196.0,"גולן תעשיות מתחדשות בע""מ",513029975,ח.פ.,גולן תעשיות,IL0010919335,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,26.16,1.0,1061.0,,0.278,7.642008588e-09,0.000526,2.3e-05,,
1328,2196.0,"אלביט מערכות בע""מ- דואלית",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,5.77,1.0,167700.0,,9.68,1.244357367e-09,0.018371,0.000833,,
1328,2196.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פטר יהש,IL0011419699,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,8.69,1.0,11190.0,,0.973,7.43767315e-10,0.001846,8.3e-05,,
1328,2196.0,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס,IL0011425878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,51.19,1.0,745.1,,0.381,5.044517397e-09,0.000723,3.2e-05,,
1328,2196.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינפרא,IL0011759342,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,354.07,1.0,952.3,,3.372,1.888588854e-08,0.006399,0.00029,,
1328,2196.0,"דורסל החזקות בע""מ",516597549,ח.פ.,דורסל החז,IL0011906281,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,0.8,1.0,2024.0,,0.016,3.54712695e-10,3e-05,1e-06,,
1328,2196.0,"אי.בי.אי. בית השקעות בע""מ",520034356,ח.פ.,איביאי בית השק,IL0001750186,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,3.64,1.0,22380.0,,0.815,2.319001606e-09,0.001546,7e-05,,
1328,2196.0,"איי.סי.אל גרופ בע""מ- דואלית",520027830,ח.פ.,איי.סי.אל,IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,113.76,1.0,2070.0,,2.355,8.64919288e-10,0.004469,0.000202,,
1328,2196.0,"אטראו שוקי הון בע""מ",513773564,ח.פ.,אטראו שוקי הון,IL0010961063,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,2.34,1.0,7959.0,,0.187,1.573166036e-09,0.000354,1.6e-05,,
1328,2196.0,"אימאג'סט אינטרנשיונל(אי.אס.איי)בע""מ",512737560,ח.פ.,אימאג'סט,IL0011838138,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,116.05,1.0,1436.0,,1.667,1.8860067917e-08,0.003163,0.000143,,
1328,2196.0,"טלסיס בע""מ",520038100,ח.פ.,טלסיס,IL0003540197,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,0.89,1.0,19120.0,,0.171,9.51290912e-10,0.000324,1.4e-05,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,526.28,1.0,6529.0,,34.361,3.256147868e-09,0.065213,0.002957,,
1328,2196.0,"פלרם (1990) תעשיות בע""מ",520039843,ח.פ.,פלרם,IL0006440130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,8.61,1.0,7673.0,,0.661,3.346875415e-09,0.001254,5.6e-05,,
1328,2196.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,559.6,1.0,6732.0,,37.673,4.183355014e-09,0.071498,0.003242,,
1328,2196.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,20.03,1.0,19220.0,,3.85,1.1258404036e-08,0.007306,0.000331,,
1328,2196.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,0.37,1.0,103430.0,,0.389,4.80220683e-10,0.000738,3.3e-05,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,544.78,1.0,3274.0,,17.836,4.398065592e-09,0.033851,0.001535,,
1328,2196.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,74.49,1.0,6440.0,,4.797,5.94306113e-10,0.009105,0.000412,,
1328,2196.0,Oddity Tech Ltd,254900QH12XZS53G0V57,LEI,Oddity Tech Ltd,IL0011974909,ISIN,מניות,ישראל,"ארה""ב",סחיר,NASDAQ,Personal Care Products,לא,USD,1.6,3.306,6230.0,,0.331,3.61326412e-10,0.000627,2.8e-05,,
1328,2196.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,לוינשטין הנדסה,IL0005730143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,0.8,1.0,45270.0,,0.364,1.043874161e-09,0.00069,3.1e-05,,
1328,2196.0,לפידות קפיטל,520022971,ח.פ.,לפידות קפיטל,IL0006420173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,59.68,1.0,8060.0,,4.811,9.280910887e-09,0.00913,0.000414,,
1328,2196.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,46.85,1.0,10024.0049,,4.697,3.554033611e-09,0.008914,0.000404,,
1328,2196.0,"סנו-מפעלי ברונוס בע""מ",520032988,ח.פ.,סנו,IL0008130143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,3.03,1.0,34350.0,,1.043,2.465820312e-09,0.001979,8.9e-05,,
1328,2196.0,"דלק מערכות רכב בע""מ",520033291,ח.פ.,דלק רכב,IL0008290103,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,107.52,1.0,2440.0,,2.624,1.1087284014e-08,0.004979,0.000225,,
1328,2196.0,"שופרסל בע""מ",520022732,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,243.58,1.0,3901.0,0.16441,9.667,8.839965589e-09,0.018346,0.000831,,
1328,2196.0,MongoDB Inc,549300TPTG69WKWE1Z37,LEI,MongoDB Inc,US60937P1066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,7.26,3.306,31038.0,,7.452,8.92364461e-10,0.014143,0.000641,,
1328,2196.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,Wells Fargo & Co,US9497461015,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,31.28,3.306,8382.0,,8.669,9.7644994e-11,0.016452,0.000746,,
1328,2196.0,Lyft Inc,549300H7I5VN334XVZ52,LEI,Lyft Inc,US55087P1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,89.51,3.306,2201.0,,6.513,2.249498698e-09,0.012361,0.00056,,
1328,2196.0,Honeywell International Inc,ISRPG12PN4EIEOEMW547,LEI,Honeywell International Inc,US4385161066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,8.35,3.306,21050.0,,5.812,1.31517486e-10,0.01103,0.0005,,
1328,2196.0,Mobilicom Ltd/Australia,529900YJD10VZ19HZ299,LEI,Mobilicom Ltd,AU000000MOB7,ISIN,מניות,"חו""ל",אוסטרליה,סחיר,ASX,Software,לא,AUD,580.99,2.1849,1.0,,0.013,3.977840873e-09,2.4e-05,1e-06,,
1328,2196.0,Zoom Video Communications Inc,549300T9GCHU0ODOM055,LEI,Zoom Video Communications Inc,US98980L1017,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,35.97,3.306,8250.0,,9.812,1.349953567e-09,0.018621,0.000844,,
1328,2196.0,AppLovin Corp,549300LLVXMUAOL3SQ07,LEI,AppLovin Corp,US03831W1080,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,3.12,3.306,71854.0,,7.421,1.01418436e-10,0.014084,0.000638,,
1328,2196.0,Shell PLC,21380068P1DRHMJ8KU70,LEI,Shell PLC,US7802593050,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,"Oil, Gas & Consumable Fuels",לא,USD,31.77,3.306,7153.0,,7.514,1.0940867e-10,0.01426,0.000646,,
1328,2196.0,LGI Homes Inc,549300W02B4WNV8CV109,LEI,LGI Homes Inc,US50187T1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Construction & Engineering,לא,USD,18.57,3.306,5171.0,,3.175,8.054080745e-09,0.006026,0.000273,,
1328,2196.0,Datadog Inc,549300F6JNO0KRPO1K63,LEI,Datadog Inc,US23804L1035,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Software,לא,USD,13.43,3.306,14240.0,,6.325,4.15441295e-10,0.012004,0.000544,,
1328,2196.0,Uber Technologies Inc,549300B2FTG34FILDR98,LEI,Uber Technologies Inc,US90353T1007,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Wireless Telecommunication Services,לא,USD,44.11,3.306,9797.0,,14.29,2.11516279e-10,0.02712,0.001229,,
1328,2196.0,Komatsu Ltd,5493004LQ0B4T7QPQV17,LEI,Komatsu Ltd,JP3304200003,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,69.81,0.022332,516000.0,,8.045,7.34105588e-10,0.015267,0.000692,,
1328,2196.0,Cisco Systems Inc,549300LKFJ962MZ46593,LEI,Cisco Systems Inc,US17275R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,IT Services,לא,USD,61.73,3.306,6842.0,,13.963,1.56152098e-10,0.026501,0.001201,,
1328,2196.0,KDDI Corp,5299003FU7V4I45FU310,LEI,KDDI Corp,JP3496400007,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Wireless Telecommunication Services,לא,JPY,70.75,0.022332,236050.0,,3.73,1.68941205e-10,0.007078,0.00032,,
1328,2196.0,Intercontinental Exchange Inc,5493000F4ZO33MV32P92,LEI,Intercontinental Exchange Inc,US45866F1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,17.79,3.306,16848.0,,9.911,3.1078411e-10,0.018809,0.000852,,
1328,2196.0,Trimble Inc,549300E2MI7NSZFQWS19,LEI,Trimble Inc,US8962391004,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,22.87,3.306,8165.0,,6.175,9.61049172e-10,0.011719,0.000531,,
1328,2196.0,Meta Platforms Inc,BQ4BKCS1HXDV9HN80Z93,LEI,Meta Platforms Inc,US30303M1027,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,4.21,3.306,73438.0,,10.227,1.9410202e-11,0.019409,0.00088,,
1328,2196.0,Expand Energy Corp,X2MT1W32SPAZ9WSKLE78,LEI,Expand Energy Corp,US1651677353,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Oil, Gas & Consumable Fuels",לא,USD,28.86,3.306,10624.0,,10.139,1.211863284e-09,0.019243,0.000872,,
1328,2196.0,PENNANTPARK INVESTMENT C,529900BH3IP6381K4L72,LEI,PennantPark Floating Rate Capi,US70806A1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,15.68,3.306,889.0,0.00204,0.468,1.580360059e-09,0.000887,4e-05,,
1328,2196.0,MercadoLibre Inc,549300DKPDN9M5S8GB14,LEI,MercadoLibre Inc,US58733R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,0.94,3.306,233694.0,,7.294,1.85413939e-10,0.013843,0.000627,,
1328,2196.0,Alphabet Inc,5493006MHB84DD0ZWV18,LEI,Alphabet Inc,US02079K3059,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Wireless Telecommunication Services,לא,USD,30.68,3.306,24310.0,,24.66,5.2741963e-11,0.046802,0.002122,,
1328,2196.0,Oracle Corp,1Z4GXXU7ZHVWFCD8TV52,LEI,Oracle Corp,US68389X1054,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Software,לא,USD,18.97,3.306,28124.0,,17.641,6.6542897e-11,0.03348,0.001518,,
1328,2196.0,Analog Devices Inc,GYVOE5EZ4GDAVTU4CQ61,LEI,Analog Devices Inc,US0326541051,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,7.26,3.306,24570.0,,5.899,1.47574342e-10,0.011196,0.000507,,
1328,2196.0,TSMC ARIZONA CORP,549300KB6NK5SBD14S87,LEI,Taiwan Semiconductor Manufactu,US8740391003,ISIN,מניות,"חו""ל",טייוואן,סחיר,NYSE,Semiconductors & Semiconductor Equipment,לא,USD,38.49,3.306,27929.0,0.02477,35.622,7.4211228e-11,0.067606,0.003065,,
1328,2196.0,Rakuten Group Inc,529900IMXUCQKUL1H943,LEI,Rakuten Group Inc,JP3967200001,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Interactive Media & Services,לא,JPY,99.42,0.022332,95990.0,,2.131,4.58930837e-10,0.004044,0.000183,,
1328,2196.0,London Stock Exchange Group PL,213800QAUUUP6I445N30,LEI,London Stock Exchange Group ,GB00B0SWJX34,ISIN,מניות,"חו""ל",גלובלי,סחיר,LSE,Capital Markets,לא,GBP,15.25,4.4409,8516.0,,5.768,2.92512036e-10,0.010946,0.000496,,
1328,2196.0,Cooper Cos Inc,QJKMVPIGLH7530PCUE20,LEI,Cooper Cos Inc,US2166485019,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Health Care Equipment & Supplies,לא,USD,26.14,3.306,6856.0,,5.926,1.314830333e-09,0.011246,0.00051,,
1328,2196.0,Tradeweb Markets Inc,5493000G5QHJUY9ZWQ91,LEI,Tradeweb Markets Inc,US8926721064,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Capital Markets,לא,USD,3.72,3.306,11098.0,,1.366,3.19440302e-10,0.002591,0.000117,,
1328,2196.0,Universal Music Group NV,724500GJBUL3D9TW9Y18,LEI,Universal Music Group NV,NL0015000IY2,ISIN,מניות,"חו""ל",הולנד,סחיר,EURONEXT,Entertainment,לא,EUR,71.89,3.8807,2456.0,,6.853,3.91950538e-10,0.013005,0.000589,,
1328,2196.0,Entegris Inc,IYX6OWO7BT5DKO3BYG52,LEI,Entegris Inc,US29362U1043,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,34.49,3.306,9246.0,,10.545,2.275065963e-09,0.020012,0.000907,,
1328,2196.0,NEC Corp,5493000QYMPFRTEY4K28,LEI,NEC Corp,JP3733000008,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,IT Services,לא,JPY,45.06,0.022332,473900.0,,4.769,3.30291534e-10,0.009051,0.00041,,
1328,2196.0,MICROSOFT CORP,INR2EJN1ERAN0W5ZP974,LEI,Microsoft Corp,US5949181045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,9.55,3.306,51795.0,,16.366,1.2847822e-11,0.031061,0.001408,,
1328,2196.0,Mowi ASA,549300W1OGQF5LZIH349,LEI,Mowi ASA,NO0003054108,ISIN,מניות,"חו""ל",נורבגיה,סחיר,אחר,Food Products,לא,NOK,17.99,0.3311,21080.0,,1.256,3.47894298e-10,0.002384,0.000108,,
1328,2196.0,Upstream Bio,70345,פנימי,Upstream Bio Inc,US91678A1079,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Biotechnology,לא,USD,25.72,3.306,1881.0,,1.6,4.770965196e-09,0.003036,0.000137,,
1328,2196.0,Etoro Group Ltd,213800XPRPJK2X5QRG86,LEI,Etoro Group Ltd,VGG320891077,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Interactive Media & Services,לא,USD,5.85,3.306,4127.0,,0.799,1.238859109e-09,0.001515,6.8e-05,,
1328,2196.0,Haleon PLC,549300PSB3WWEODCUP19,LEI,Haleon PLC,US4055521003,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,Personal Care Products,לא,USD,141.61,3.306,897.0,0.00821,4.227,3.17996346e-10,0.008022,0.000363,,
1328,2196.0,Amadeus IT Group SA,9598004A3FTY3TEHHN09,LEI,Amadeus IT Group SA,ES0109067019,ISIN,מניות,"חו""ל",ספרד,סחיר,BME,Leisure Products,לא,EUR,22.15,3.8807,6750.0,,5.802,4.91676783e-10,0.011012,0.000499,,
1328,2196.0,CRH PLC,549300MIDJNNTH068E74,LEI,CRH PLC,IE0001827041,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Construction Materials,לא,USD,21.24,3.306,11990.0,,8.42,3.16511244e-10,0.015981,0.000724,,
1328,2196.0,LVMH MOET HENNESSY LOUIS VUITT,IOG4E947OATN0KJYSD45,LEI,LVMH Moet Hennessy Louis Vuitt,FR0000121014,ISIN,מניה,"חו""ל",צרפת,סחיר,אחר,"Textiles, Apparel & Luxury Goods",לא,EUR,4.72,3.8807,52050.0,,9.535,9.4373254e-11,0.018096,0.00082,,
1328,2196.0,PALO ALTO NETWORKS INC,549300QXR2YVZV231H43,LEI,Palo Alto Networks Inc,US6974351057,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,10.32,3.306,20362.0,,6.95,1.54283151e-10,0.013191,0.000598,,
1328,2196.0,Amazon.com Inc,ZXTILKJKG63JELOEG630,LEI,Amazon.com Inc,US0231351067,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,41.68,3.306,21957.0,,30.26,3.9081428e-11,0.05743,0.002604,,
1328,2196.0,Nutrien Ltd,5493002QQ7GD21OWF963,LEI,Nutrien Ltd,CA67077M1086,ISIN,מניות,"חו""ל",קנדה,סחיר,NYSE,Chemicals,לא,USD,38.37,3.306,5871.0,0.01568,7.501,7.90792631e-10,0.014236,0.000645,,
1328,2196.0,Kubota Corp,549300CSY4INHEHQQT13,LEI,Kubota Corp,JP3266400005,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,134.44,0.022332,186300.0,,5.594,1.168132491e-09,0.010616,0.000481,,
1328,2196.0,Mitsui Fudosan Co Ltd,353800ND4ZKNZDYKMF33,LEI,Mitsui Fudosan Co Ltd,JP3893200000,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Real Estate Management & Development,לא,JPY,117.74,0.022332,161300.0,,4.241,4.23191846e-10,0.008049,0.000365,,
1328,9757.0,"טלסיס בע""מ",520038100,ח.פ.,טלסיס,IL0003540197,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,12075.26,1.0,19120.0,,2308.791,1.2906837195004e-05,0.000501,0.00012,,
1328,9757.0,"אימאג'סט אינטרנשיונל(אי.אס.איי)בע""מ",512737560,ח.פ.,אימאג'סט,IL0011838138,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,1569554.89,1.0,1436.0,,22538.808,0.000255078947220445,0.004895,0.001177,,
1328,9757.0,"איי.סי.אל גרופ בע""מ- דואלית",520027830,ח.פ.,איי.סי.אל,IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,1538524.52,1.0,2070.0,,31847.458,1.1697429086871e-05,0.006917,0.001664,,
1328,9757.0,"אטראו שוקי הון בע""מ",513773564,ח.פ.,אטראו שוקי הון,IL0010961063,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,31745.32,1.0,7959.0,,2526.611,2.1342162066623e-05,0.000548,0.000132,,
1328,9757.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינפרא,IL0011759342,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,4788503.1,1.0,952.3,,45600.915,0.000255415979390458,0.009904,0.002383,,
1328,9757.0,"דורסל החזקות בע""מ",516597549,ח.פ.,דורסל החז,IL0011906281,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,10873.59,1.0,2024.0,,220.082,4.821250518323e-06,4.7e-05,1.1e-05,,
1328,9757.0,"אי.בי.אי. בית השקעות בע""מ",520034356,ח.פ.,איביאי בית השק,IL0001750186,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,49242.34,1.0,22380.0,,11020.436,3.1371721304425e-05,0.002393,0.000575,,
1328,9757.0,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס,IL0011425878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,692282.98,1.0,745.1,,5158.201,6.822101068399e-05,0.00112,0.000269,,
1328,9757.0,"אלביט מערכות בע""מ- דואלית",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,78060.94,1.0,167700.0,,130908.203,1.6834611060469e-05,0.028434,0.006841,,
1328,9757.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פטר יהש,IL0011419699,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,117560.06,1.0,11190.0,,13154.972,1.0061833168523e-05,0.002857,0.000687,,
1328,9757.0,"כרמל קורפ בע""מ",515818524,ח.פ.,כרמל קורפ,IL0011476855,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מזון,לא,ILS,177097.2,1.0,1977.0,,3501.212,8.8419529591678e-05,0.00076,0.000182,,
1328,9757.0,"גולן תעשיות מתחדשות בע""מ",513029975,ח.פ.,גולן תעשיות,IL0010919335,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,353850.95,1.0,1061.0,,3754.359,0.000103368960205993,0.000815,0.000196,,
1328,9757.0,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,962810.52,1.0,2450.0,,23588.858,4.8047263858487e-05,0.005123,0.001232,,
1328,9757.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,108248.56,1.0,35060.0,,37951.946,7.8069651171503e-05,0.008243,0.001983,,
1328,9757.0,"קבוצת אחים יעקובי (ואי.אס.בי) בע""מ",514010081,ח.פ.,יעקובי קבוצה,IL0011424210,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,1152022.94,1.0,60.8,,700.43,6.3964972545719e-05,0.000152,3.6e-05,,
1328,9757.0,"פז קמעונאות ואנרגיה בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,49101.26,1.0,67880.0,462.80579,33792.746,3.5516505601156e-05,0.00734,0.001765,,
1328,9757.0,"נובה מכשירי מדידה בע""מ",511812463,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,52009.38,1.0,104950.0,,54583.85,1.7659396201035e-05,0.011856,0.002852,,
1328,9757.0,"יעקב פיננסים והשקעות בע""מ",514288661,ח.פ.,יעקב פיננסים,IL0011850570,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,ILS,650814.14,1.0,3555.0,,23136.443,0.00026472866552154,0.005025,0.001209,,
