מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור אחזקה באמצעי שליטה,"שווי מאזני (באלפי ש""ח)","שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
209,12119.0,,,,,,,,,,,,,,,,,,,,,
209,13335.0,,,,,,,,,,,,,,,,,,,,,
209,14285.0,,,,,,,,,,,,,,,,,,,,,
209,14286.0,,,,,,,,,,,,,,,,,,,,,
209,15217.0,,,,,,,,,,,,,,,,,,,,,
209,15218.0,,,,,,,,,,,,,,,,,,,,,
209,15219.0,,,,,,,,,,,,,,,,,,,,,
209,2187.0,,,,,,,,,,,,,,,,,,,,,
209,2188.0,,,,,,,,,,,,,,,,,,,,,
209,2189.0,,,,,,,,,,,,,,,,,,,,,
209,2201.0,,,,,,,,,,,,,,,,,,,,,
209,9974.0,,,,,,,,,,,,,,,,,,,,,
209,9975.0,,,,,,,,,,,,,,,,,,,,,
209,9976.0,,,,,,,,,,,,,,,,,,,,,
209,9979.0,,,,,,,,,,,,,,,,,,,,,
209,9984.0,,,,,,,,,,,,,,,,,,,,,
209,9987.0,,,,,,,,,,,,,,,,,,,,,
325,325.0,,,,,,,,,,,,,,,,,,,,,
347,347.0,,,,,,,,,,,,,,,,,,,,,
389,389.0,,,,,,,,,,,,,,,,,,,,,
671,12120.0,,,,,,,,,,,,,,,,,,,,,
671,13465.0,,,,,,,,,,,,,,,,,,,,,
671,14082.0,,,,,,,,,,,,,,,,,,,,,
671,14287.0,,,,,,,,,,,,,,,,,,,,,
671,14288.0,,,,,,,,,,,,,,,,,,,,,
671,15220.0,,,,,,,,,,,,,,,,,,,,,
671,15221.0,,,,,,,,,,,,,,,,,,,,,
671,15222.0,,,,,,,,,,,,,,,,,,,,,
671,15223.0,,,,,,,,,,,,,,,,,,,,,
671,15224.0,,,,,,,,,,,,,,,,,,,,,
671,2202.0,,,,,,,,,,,,,,,,,,,,,
671,7234.0,,,,,,,,,,,,,,,,,,,,,
671,7235.0,,,,,,,,,,,,,,,,,,,,,
671,7236.0,,,,,,,,,,,,,,,,,,,,,
671,8318.0,,,,,,,,,,,,,,,,,,,,,
671,8319.0,,,,,,,,,,,,,,,,,,,,,
671,8320.0,,,,,,,,,,,,,,,,,,,,,
סיום מידע טבלה,,,,,,,,,,,,,,,,,,,,,,
