מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
163,9967,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
163,9967,"הפרשה בגין חו""זים דש",419250618,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,-6.601,1,-6.601,ריק במקור,שווי הוגן,3.188,0
163,9967,חפציבה חש אג א 2/09 - דש,1113562,חוב בפיגור,ישראל,ישראל,לא,0,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,-0.00012,0
163,9967,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
163,9967,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
163,9967,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,0.001,3.306,0.003,ריק במקור,שווי הוגן,-0.00134,0
163,9967,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,-18.573,1,-18.573,ריק במקור,שווי הוגן,8.9695,0
163,9967,שני השנהב חש,99112864,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,25/10/2022,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
163,9967,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-21.122,2.233,-0.472,ריק במקור,שווי הוגן,0.2278,0
163,9968,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,15.088,1,15.088,ריק במקור,שווי הוגן,-1.6329,0
163,9968,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
163,9968,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
163,9968,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
163,9968,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,0,3.306,-0.001,ריק במקור,שווי הוגן,0.00015,0
163,9968,מעבר מיזוגים,419250600,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,-33.949,1,-33.949,ריק במקור,שווי הוגן,3.67403,-1e-05
163,9968,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,9.748,1,9.748,ריק במקור,שווי הוגן,-1.05493,0
163,9968,שני השנהב חש,99112864,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,25/10/2022,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
163,9968,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-5.649,2.233,-0.126,ריק במקור,שווי הוגן,0.01365,0
660,2108,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,0.038,1,0.038,ריק במקור,שווי הוגן,0.01089,1e-05
660,2108,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
660,2108,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,2108,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,2108,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,1.01,3.306,3.34,ריק במקור,שווי הוגן,0.94739,0.00044
660,2108,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,0.147,1,0.147,ריק במקור,שווי הוגן,0.04172,2e-05
660,2108,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,0,2.233,0,ריק במקור,שווי הוגן,0,0
660,2109,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,0.002,3.306,0.008,ריק במקור,שווי הוגן,0.00772,0
660,2109,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,1.079,1,1.079,ריק במקור,שווי הוגן,1.0081,1e-05
660,2109,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-0.758,2.233,-0.017,ריק במקור,שווי הוגן,-0.01582,0
660,2158,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,2.635,1,2.635,ריק במקור,שווי הוגן,1.08141,0
660,2158,אמפל אמ  ב'חש1/13 דש,1127679,חוב בפיגור,ישראל,ישראל,לא,4/02/2013,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
660,2158,אמפלאמ ב' חש1/12 - דש,1125624,חוב בפיגור,ישראל,ישראל,לא,1/02/2012,ILS,30/09/2025,0.083,1,0.083,ריק במקור,שווי הוגן,0.03395,0
660,2158,אמפלאמ ב חש1/14 - דש,1131184,חוב בפיגור,ישראל,ישראל,לא,5/02/2014,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
660,2158,אמפלאמ ב חש2/15 דש,134394180,חוב בפיגור,ישראל,ישראל,לא,9/02/2015,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
660,2158,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
660,2158,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,2158,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,2158,לטנד אגא חש 8/09,11150880,חוב בפיגור,ישראל,ישראל,לא,0,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,2e-05,0
660,2158,לטנד אגא חש2/10,1118140,חוב בפיגור,ישראל,ישראל,לא,0,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,2e-05,0
660,2158,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,-0.905,3.306,-2.992,ריק במקור,שווי הוגן,-1.22795,0
660,2158,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,2.746,1,2.746,ריק במקור,שווי הוגן,1.12699,0
660,2158,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-1.575,2.233,-0.035,ריק במקור,שווי הוגן,-0.01444,0
660,9972,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,1.316,1,1.316,ריק במקור,שווי הוגן,0.29589,0
660,9972,אמפל אמ  ב'חש1/13 דש,1127679,חוב בפיגור,ישראל,ישראל,לא,4/02/2013,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
660,9972,אמפלאמ ב' חש1/12 - דש,1125624,חוב בפיגור,ישראל,ישראל,לא,1/02/2012,ILS,30/09/2025,0.06,1,0.06,ריק במקור,שווי הוגן,0.01348,0
660,9972,אמפלאמ ב חש1/14 - דש,1131184,חוב בפיגור,ישראל,ישראל,לא,5/02/2014,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
660,9972,אמפלאמ ב חש2/15 דש,134394180,חוב בפיגור,ישראל,ישראל,לא,9/02/2015,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
660,9972,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
660,9972,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,9972,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,9972,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,3.086,1,3.086,ריק במקור,שווי הוגן,0.69399,1e-05
660,9972,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-0.669,2.233,-0.015,ריק במקור,שווי הוגן,-0.00336,0
660,9973,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,0.695,1,0.695,ריק במקור,שווי הוגן,0.22522,0
660,9973,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
660,9973,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,9973,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,9973,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,2.395,1,2.395,ריק במקור,שווי הוגן,0.77606,1e-05
660,9973,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-0.176,2.233,-0.004,ריק במקור,שווי הוגן,-0.00127,0
163,12157,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,8.138,1,8.138,ריק במקור,שווי הוגן,-1.07419,0
163,12157,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
163,12157,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
163,12157,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
163,12157,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,-15.661,1,-15.661,ריק במקור,שווי הוגן,2.06719,0
163,12157,שני השנהב חש,99112864,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,25/10/2022,ILS,30/09/2025,0,1,0,ריק במקור,שווי הוגן,0,0
163,12157,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-2.374,2.233,-0.053,ריק במקור,שווי הוגן,0.007,0
660,12158,אבנון 2021- משיכה 1 חש,99110397,חייבים הלוואות,ישראל,ישראל,לא,14/04/2022,ILS,30/09/2025,0.554,1,0.554,ריק במקור,שווי הוגן,0.29032,0
660,12158,אפריקה תעשיות הלוואה,991029071,חוב בפיגור,ישראל,ישראל,לא,29/05/2014,ILS,9/07/2023,0,1,0,ריק במקור,שווי הוגן,0,0
660,12158,חש נעמ יהלומים-2019,991075599,חוב בפיגור,ישראל,ישראל,לא,31/10/2019,USD,31/03/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,12158,יהלומים נעם-חש,991031111,חוב בפיגור,ישראל,ישראל,לא,2/09/2014,USD,29/02/2024,0,3.306,0,ריק במקור,שווי הוגן,0,0
660,12158,מעבר פקדונות,419256003,"הכנסות עו""ש לקבל",ישראל,ישראל,לא,0,ILS,30/09/2025,1.36,1,1.36,ריק במקור,שווי הוגן,0.71223,1e-05
660,12158,בנק מעבר נכסים-JPY,419259197,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,JPY,30/09/2025,-0.219,2.233,-0.005,ריק במקור,שווי הוגן,-0.00256,0
163,14260,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,-9.61,3.306,-31.77,ריק במקור,שווי הוגן,1,-0.00017
660,14268,מעבר דולר תקבול תשלם,419259007,"חייבים זכאים במט""ח",ישראל,ישראל,לא,0,USD,30/09/2025,-2.444,3.306,-8.078,ריק במקור,שווי הוגן,1,-0.00037
163,1589,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,2156,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,2157,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,8645,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,2159,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,2160,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,12966,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,13286,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,13260,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,13285,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,14259,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,14261,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,14267,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,14269,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,15359,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,15360,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,15361,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,15362,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,15666,,,,,,,,,,,,,,,,
660,15665,,,,,,,,,,,,,,,,
