מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,נכס בסיס,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
163,12966,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,US 10YR ULTRA F,UXYZ5,טיקר,"חו""ל","ארה""ב",CBOE,"ריבית ואג""ח",לא,USD,4,3.306,112669.99,14.899,0.14297,0.00018
163,12966,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F12/25 MINI S,ESZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,5,3.306,464837.39,76.838,0.73732,0.00091
660,13286,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F- 12/25 MICRO,HWAZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,1,3.306,46649.73,1.542,0.71268,0.00109
660,13286,Eurex,529900LN3S50JPU47S06,LEI,F12/25 EURO 600,SXOZ5,טיקר,"חו""ל",אירופה,EUREX,מניות לרבות מדדי מניות,לא,EUR,1,3.881,16021.85,0.622,0.28732,0.00044
163,13260,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F12/25 MINI S,ESZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,16.722,3.306,293004.88,161.985,1,2e-05
660,13285,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F12/25 MINI S,ESZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,1.887,3.306,293004.88,18.279,1,3e-05
163,14261,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F-12/2025 E MIN,SLBZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,92.487,3.306,501067.84,1532.071,1,0.01145
660,14269,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F-12/2025 E MIN,SLBZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,11.438,3.306,501067.84,189.479,1,0.01625
163,15360,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F - 12/25 MSCI,ZTLZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,27.033,3.306,8622,7.705,0.00775,3e-05
163,15360,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F- 12/25 MSCI W,ZWPZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,202.309,3.306,21993,147.097,0.14799,0.00048
163,15360,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F-12/25 MSCI US,FJWZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,148.244,3.306,68000,333.264,0.33529,0.00108
163,15360,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F-12/25 MSCI WO,OEYZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,309.132,3.306,49500,505.885,0.50896,0.00164
660,15361,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F - 12/25 MSCI,ZTLZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,2.658,3.306,8622,0.758,0.00775,4e-05
660,15361,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F- 12/25 MSCI W,ZWPZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,19.894,3.306,21993,14.465,0.14799,0.00068
660,15361,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F-12/25 MSCI US,FJWZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,14.577,3.306,68000,32.771,0.33529,0.00154
660,15361,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F-12/25 MSCI WO,OEYZ5,טיקר,"חו""ל",גלובלי,CBOE,מניות לרבות מדדי מניות,לא,USD,30.398,3.306,49500,49.745,0.50896,0.00234
163,15666,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F12/25 MINI S,ESZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,0.004,3.306,464837.5,0.039,1,0
660,15665,Chicago Mercantile Exchange,SNZ2OJLFK8MNNCLQOF39,LEI,F12/25 MINI S,ESZ5,טיקר,"חו""ל","ארה""ב",CBOE,מניות לרבות מדדי מניות,לא,USD,0.002,3.306,464837.5,0.016,1,0
163,1589,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,2157,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,8645,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,2160,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,14259,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,14260,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,14267,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,14268,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,15359,,,,,,,,,,,,,,,,,,
660,15362,,,,,,,,,,,,,,,,,,
