מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
660,2158,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,20625.82,78.27,1,16.144,0.00247,2e-05
660,2158,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,214.052,5882.3,1,12.591,0.00193,2e-05
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,CALL1 190126  כלל בטוח,406259820,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,2026-01-19 00:00:00,לא,20/01/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,438.13,16968.024,1,74.342,0.02687,0.0002
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406381533,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,5/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,5038.496,6528.263,1,328.926,0.11891,0.00088
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406377846,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,4/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,5257.561,6528.263,1,343.227,0.12408,0.00092
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO090626 NIS/NIS0.00,406696963,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,2026-03-05 00:00:00,לא,9/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,2606.874,12398.691,1,323.218,0.11684,0.00086
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO110626 NIS/NIS0.00,406712091,פנימי,מניה,ישראל,ישראל,ביטוח,IL0005660183,2026-06-09 00:00:00,לא,12/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,985.793,32496.575,1,320.349,0.11581,0.00086
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO120326 NIS/NIS0.00,406401299,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-12-03 00:00:00,לא,12/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,2628.78,6528.267,1,171.614,0.06204,0.00046
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO150726 NIS/NIS0.00,406827600,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-07-15 00:00:00,לא,15/07/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,5257.561,6528.322,1,343.23,0.12408,0.00092
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO170326 NIS/NIS0.00,406413492,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,17/12/2025,לא,17/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1971.585,16968.1,1,334.541,0.12094,0.00089
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO171225 NIS/NIS0.00,406175737,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,17/12/2025,לא,17/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,1237.717,12398.517,1,153.459,0.05548,0.00041
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO221225 NIS/NIS0.00,406189134,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,IL0007200111,22/12/2025,לא,22/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,985.793,10188.785,1,100.44,0.03631,0.00027
660,9972,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO261125 NIS/NIS0.00,406128918,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,26/11/2025,לא,28/11/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,2103.024,12398.501,1,260.743,0.09426,0.0007
660,9972,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,8727.691,78.27,1,6.831,0.00247,2e-05
660,9972,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,90.575,5882.3,1,5.328,0.00193,1e-05
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,CALL1 190126  כלל בטוח,406259820,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,2026-01-19 00:00:00,לא,20/01/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,113.882,16968.024,1,19.324,0.02687,0.00012
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406381533,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,5/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1309.648,6528.263,1,85.497,0.11891,0.00051
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406377846,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,4/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1366.59,6528.263,1,89.215,0.12408,0.00054
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO090626 NIS/NIS0.00,406696963,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,2026-03-05 00:00:00,לא,9/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,677.601,12398.691,1,84.014,0.11684,0.0005
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO110626 NIS/NIS0.00,406712091,פנימי,מניה,ישראל,ישראל,ביטוח,IL0005660183,2026-06-09 00:00:00,לא,12/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,256.236,32496.575,1,83.268,0.11581,0.0005
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO120326 NIS/NIS0.00,406401299,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-12-03 00:00:00,לא,12/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,683.295,6528.267,1,44.607,0.06204,0.00027
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO150726 NIS/NIS0.00,406827600,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-07-15 00:00:00,לא,15/07/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1366.59,6528.322,1,89.215,0.12408,0.00054
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO170326 NIS/NIS0.00,406413492,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,17/12/2025,לא,17/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,512.471,16968.1,1,86.957,0.12094,0.00052
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO171225 NIS/NIS0.00,406175737,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,17/12/2025,לא,17/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,321.718,12398.517,1,39.888,0.05548,0.00024
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO221225 NIS/NIS0.00,406189134,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,IL0007200111,22/12/2025,לא,22/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,256.236,10188.785,1,26.107,0.03631,0.00016
660,9973,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO261125 NIS/NIS0.00,406128918,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,26/11/2025,לא,28/11/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,546.636,12398.501,1,67.775,0.09426,0.00041
660,9973,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,2268.575,78.27,1,1.776,0.00247,1e-05
660,9973,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,23.543,5882.3,1,1.385,0.00193,1e-05
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,CALL1 190126  כלל בטוח,406259820,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,2026-01-19 00:00:00,לא,20/01/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1533.646,16968.024,1,260.229,0.02687,7e-05
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406381533,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,5/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,17636.93,6528.263,1,1151.385,0.11891,0.00029
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406377846,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,4/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,18403.753,6528.263,1,1201.445,0.12408,0.00031
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO090626 NIS/NIS0.00,406696963,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,2026-03-05 00:00:00,לא,9/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,9125.194,12398.691,1,1131.405,0.11684,0.00029
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO110626 NIS/NIS0.00,406712091,פנימי,מניה,ישראל,ישראל,ביטוח,IL0005660183,2026-06-09 00:00:00,לא,12/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,3450.704,32496.575,1,1121.361,0.11581,0.00029
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO120326 NIS/NIS0.00,406401299,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-12-03 00:00:00,לא,12/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,9201.877,6528.267,1,600.723,0.06204,0.00015
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO150726 NIS/NIS0.00,406827600,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-07-15 00:00:00,לא,15/07/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,18403.753,6528.322,1,1201.456,0.12408,0.00031
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO170326 NIS/NIS0.00,406413492,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,17/12/2025,לא,17/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,6901.407,16968.1,1,1171.038,0.12094,0.0003
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO171225 NIS/NIS0.00,406175737,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,17/12/2025,לא,17/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,4332.55,12398.517,1,537.172,0.05548,0.00014
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO221225 NIS/NIS0.00,406189134,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,IL0007200111,22/12/2025,לא,22/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,3450.704,10188.785,1,351.585,0.03631,9e-05
163,12157,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO261125 NIS/NIS0.00,406128918,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,26/11/2025,לא,28/11/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,7361.501,12398.501,1,912.716,0.09426,0.00023
163,12157,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,30550.721,78.27,1,23.912,0.00247,1e-05
163,12157,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,317.051,5882.3,1,18.65,0.00193,0
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,CALL1 190126  כלל בטוח,406259820,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,2026-01-19 00:00:00,לא,20/01/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,141.789,16968.024,1,24.059,0.02687,0.00015
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406381533,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,5/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1630.579,6528.263,1,106.449,0.11891,0.00064
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406377846,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,4/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1701.474,6528.263,1,111.077,0.12408,0.00067
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO090626 NIS/NIS0.00,406696963,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,2026-03-05 00:00:00,לא,9/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,843.647,12398.691,1,104.601,0.11684,0.00063
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO110626 NIS/NIS0.00,406712091,פנימי,מניה,ישראל,ישראל,ביטוח,IL0005660183,2026-06-09 00:00:00,לא,12/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,319.026,32496.575,1,103.673,0.11581,0.00063
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO120326 NIS/NIS0.00,406401299,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-12-03 00:00:00,לא,12/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,850.737,6528.267,1,55.538,0.06204,0.00033
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO150726 NIS/NIS0.00,406827600,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-07-15 00:00:00,לא,15/07/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1701.474,6528.322,1,111.078,0.12408,0.00067
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO170326 NIS/NIS0.00,406413492,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,17/12/2025,לא,17/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,638.053,16968.1,1,108.265,0.12094,0.00065
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO171225 NIS/NIS0.00,406175737,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,17/12/2025,לא,17/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,400.555,12398.517,1,49.663,0.05548,0.0003
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO221225 NIS/NIS0.00,406189134,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,IL0007200111,22/12/2025,לא,22/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,319.026,10188.785,1,32.505,0.03631,0.0002
660,12158,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO261125 NIS/NIS0.00,406128918,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,26/11/2025,לא,28/11/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,680.59,12398.501,1,84.383,0.09426,0.00051
660,12158,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,2824.492,78.27,1,2.211,0.00247,1e-05
660,12158,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,29.312,5882.3,1,1.724,0.00193,1e-05
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,CALL1 190126  כלל בטוח,406259820,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,2026-01-19 00:00:00,לא,20/01/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1818.446,16968.024,1,308.554,0.02687,0.00041
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406381533,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,5/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,20912.133,6528.263,1,1365.199,0.11891,0.00182
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406377846,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,4/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,21821.356,6528.263,1,1424.556,0.12408,0.0019
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO090626 NIS/NIS0.00,406696963,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,2026-03-05 00:00:00,לא,9/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,10819.756,12398.691,1,1341.508,0.11684,0.00179
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO110626 NIS/NIS0.00,406712091,פנימי,מניה,ישראל,ישראל,ביטוח,IL0005660183,2026-06-09 00:00:00,לא,12/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,4091.504,32496.575,1,1329.599,0.11581,0.00177
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO120326 NIS/NIS0.00,406401299,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-12-03 00:00:00,לא,12/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,10910.678,6528.267,1,712.278,0.06204,0.00095
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO150726 NIS/NIS0.00,406827600,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-07-15 00:00:00,לא,15/07/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,21821.356,6528.322,1,1424.568,0.12408,0.0019
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO170326 NIS/NIS0.00,406413492,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,17/12/2025,לא,17/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,8183.009,16968.1,1,1388.501,0.12094,0.00185
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO171225 NIS/NIS0.00,406175737,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,17/12/2025,לא,17/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,5137.111,12398.517,1,636.926,0.05548,0.00085
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO221225 NIS/NIS0.00,406189134,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,IL0007200111,22/12/2025,לא,22/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,4091.504,10188.785,1,416.875,0.03631,0.00056
163,14259,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO261125 NIS/NIS0.00,406128918,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,26/11/2025,לא,28/11/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,8728.542,12398.501,1,1082.208,0.09426,0.00144
163,14259,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,36224.033,78.27,1,28.353,0.00247,4e-05
163,14259,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,375.927,5882.3,1,22.113,0.00193,3e-05
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,CALL1 190126  כלל בטוח,406259820,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,2026-01-19 00:00:00,לא,20/01/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,208.581,16968.024,1,35.392,0.02687,0.00057
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406381533,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,5/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,2398.684,6528.263,1,156.592,0.11891,0.00254
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO050326 NIS/NIS0.00,406377846,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-05-03 00:00:00,לא,4/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,2502.974,6528.263,1,163.401,0.12408,0.00265
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO090626 NIS/NIS0.00,406696963,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,2026-03-05 00:00:00,לא,9/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1241.058,12398.691,1,153.875,0.11684,0.0025
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO110626 NIS/NIS0.00,406712091,פנימי,מניה,ישראל,ישראל,ביטוח,IL0005660183,2026-06-09 00:00:00,לא,12/06/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,469.308,32496.575,1,152.509,0.11581,0.00248
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO120326 NIS/NIS0.00,406401299,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-12-03 00:00:00,לא,12/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,1251.487,6528.267,1,81.7,0.06204,0.00133
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO150726 NIS/NIS0.00,406827600,פנימי,מניה,ישראל,ישראל,בנקים,IL0006046119,2026-07-15 00:00:00,לא,15/07/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,2502.974,6528.322,1,163.402,0.12408,0.00265
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO170326 NIS/NIS0.00,406413492,פנימי,מניה,ישראל,ישראל,ביטוח,IL0002240146,17/12/2025,לא,17/03/2025,ILS,אחר,אי-תלות,30/09/2025,1,1,938.615,16968.1,1,159.265,0.12094,0.00259
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO171225 NIS/NIS0.00,406175737,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,17/12/2025,לא,17/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,589.242,12398.517,1,73.057,0.05548,0.00119
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO221225 NIS/NIS0.00,406189134,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,IL0007200111,22/12/2025,לא,22/12/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,469.308,10188.785,1,47.817,0.03631,0.00078
660,14267,בנק מזרחי טפחות בעמ,520000522,ח.פ.,EO261125 NIS/NIS0.00,406128918,פנימי,מניה,ישראל,ישראל,ביטוח,IL0007670123,26/11/2025,לא,28/11/2024,ILS,אחר,אי-תלות,30/09/2025,1,1,1001.19,12398.501,1,124.133,0.09426,0.00202
660,14267,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס כא לס,888224490,פנימי,מניה,ישראל,ישראל,שירותים,IL0011425878,2027-09-09 00:00:00,לא,9/09/2025,ILS,אחר,אי-תלות,30/09/2025,966,1,4155.004,78.27,1,3.252,0.00247,5e-05
660,14267,פז קמעונאות ואנרגיה בעמ,510216054,ח.פ.,פז אנרגיה כא לס,888224466,פנימי,מניה,ישראל,ישראל,אנרגיה,IL0011000077,31/01/2026,לא,25/07/2025,ILS,אחר,אי-תלות,30/09/2025,67000,1,43.12,5882.3,1,2.536,0.00193,4e-05
163,1589,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,2156,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,2157,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
163,8645,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
660,2159,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור,ריק במקור
